AA,2,1,3.5565,2.0320,0.3010,0.0000
ABERTA,2,1,3.5565,2.0320,0.3010,0.0000
ACNUR,2,1,3.5565,2.0320,0.3010,0.0000
ACP,1,4,1.7783,8.1279,0.0000,0.6021
AFP,38,29,67.5741,58.9270,1.5798,1.4624
AK,7,1,12.4479,2.0320,0.8451,0.0000
ALE,3,1,5.3348,2.0320,0.4771,0.0000
ANA,5,3,8.8913,6.0959,0.6990,0.4771
ANOS,24,3,42.6784,6.0959,1.3802,0.4771
ANP,5,2,8.8913,4.0639,0.6990,0.3010
AO,9,11,16.0044,22.3516,0.9542,1.0414
AP,13,3,23.1174,6.0959,1.1139,0.4771
APOSTA,1,2,1.7783,4.0639,0.0000,0.3010
APS,5,1,8.8913,2.0320,0.6990,0.0000
AS,2,29,3.5565,58.9270,0.3010,1.4624
ASA,7,1,12.4479,2.0320,0.8451,0.0000
ASEAN,2,1,3.5565,2.0320,0.3010,0.0000
ATLÉTICO,2,1,3.5565,2.0320,0.3010,0.0000
AUS,3,1,5.3348,2.0320,0.4771,0.0000
Abaixo,16,1,28.4522,2.0320,1.2041,0.0000
Abastecimento,9,3,16.0044,6.0959,0.9542,0.4771
Abdel,33,2,58.6827,4.0639,1.5185,0.3010
Aberta,6,1,10.6696,2.0320,0.7782,0.0000
Aberto,59,3,104.9176,6.0959,1.7709,0.4771
Abraham,1,1,1.7783,2.0320,0.0000,0.0000
Abraço,1,1,1.7783,2.0320,0.0000,0.0000
Abreu,50,2,88.9132,4.0639,1.6990,0.3010
Abril,7,87,12.4479,176.7811,0.8451,1.9395
Abrindo,3,1,5.3348,2.0320,0.4771,0.0000
Abriu,1,1,1.7783,2.0320,0.0000,0.0000
Abu,34,2,60.4610,4.0639,1.5315,0.3010
Abutres,3,1,5.3348,2.0320,0.4771,0.0000
Acabo,1,1,1.7783,2.0320,0.0000,0.0000
Academia,103,12,183.1613,24.3836,2.0128,1.0792
Academy,10,3,17.7826,6.0959,1.0000,0.4771
Aceitar,2,1,3.5565,2.0320,0.3010,0.0000
Acesso,25,5,44.4566,10.1598,1.3979,0.6990
Acha,1,2,1.7783,4.0639,0.0000,0.3010
Achamos,3,2,5.3348,4.0639,0.4771,0.3010
Achei,11,1,19.5609,2.0320,1.0414,0.0000
Acho,114,14,202.7222,28.4475,2.0569,1.1461
Acidente,1,1,1.7783,2.0320,0.0000,0.0000
Acidentes,3,2,5.3348,4.0639,0.4771,0.3010
Acima,2,1,3.5565,2.0320,0.3010,0.0000
Acompanhado,8,1,14.2261,2.0320,0.9031,0.0000
Acompanhe,3,1,5.3348,2.0320,0.4771,0.0000
Acompanhei,2,2,3.5565,4.0639,0.3010,0.3010
Acontece,6,2,10.6696,4.0639,0.7782,0.3010
Aconteceu,3,1,5.3348,2.0320,0.4771,0.0000
Acordo,29,37,51.5697,75.1828,1.4624,1.5682
Acordos,6,13,10.6696,26.4156,0.7782,1.1139
Acreditamos,18,5,32.0088,10.1598,1.2553,0.6990
Acreditando,4,1,7.1131,2.0320,0.6021,0.0000
Acredito,42,8,74.6871,16.2557,1.6232,0.9031
Acrescenta,3,1,5.3348,2.0320,0.4771,0.0000
Acrescentou,4,19,7.1131,38.6074,0.6021,1.2788
Adaptação,1,3,1.7783,6.0959,0.0000,0.4771
Ademais,1,4,1.7783,8.1279,0.0000,0.6021
Administrativa,7,1,12.4479,2.0320,0.8451,0.0000
Administrativo,14,8,24.8957,16.2557,1.1461,0.9031
Administração,35,35,62.2393,71.1188,1.5441,1.5441
Adolescente,24,1,42.6784,2.0320,1.3802,0.0000
Adolescentes,9,1,16.0044,2.0320,0.9542,0.0000
Adolescência,4,1,7.1131,2.0320,0.6021,0.0000
Adultos,9,7,16.0044,14.2238,0.9542,0.8451
Advocacia,3,1,5.3348,2.0320,0.4771,0.0000
Advogados,14,1,24.8957,2.0320,1.1461,0.0000
Aeronáutica,19,1,33.7870,2.0320,1.2788,0.0000
Aeroporto,80,12,142.2612,24.3836,1.9031,1.0792
Aeroportos,5,1,8.8913,2.0320,0.6990,0.0000
Afinal,15,17,26.6740,34.5434,1.1761,1.2304
Africa,1,7,1.7783,14.2238,0.0000,0.8451
African,2,8,3.5565,16.2557,0.3010,0.9031
Africanas,4,3,7.1131,6.0959,0.6021,0.4771
Agenda,11,6,19.5609,12.1918,1.0414,0.7782
Agendado,1,1,1.7783,2.0320,0.0000,0.0000
Agentes,77,1,136.9264,2.0320,1.8865,0.0000
Agir,3,1,5.3348,2.0320,0.4771,0.0000
Agnaldo,2,1,3.5565,2.0320,0.3010,0.0000
Agora,227,45,403.6661,91.4385,2.3560,1.6532
Agosto,2,85,3.5565,172.7172,0.3010,1.9294
Agradeço,13,2,23.1174,4.0639,1.1139,0.3010
Agricultura,55,27,97.8046,54.8631,1.7404,1.4314
Agronomia,1,1,1.7783,2.0320,0.0000,0.0000
Agrupamento,1,1,1.7783,2.0320,0.0000,0.0000
Agrária,2,3,3.5565,6.0959,0.3010,0.4771
Agrícola,1,2,1.7783,4.0639,0.0000,0.3010
Agrícolas,2,1,3.5565,2.0320,0.3010,0.0000
Agua,4,1,7.1131,2.0320,0.6021,0.0000
Aguiar,23,5,40.9001,10.1598,1.3617,0.6990
Agência,579,34,1029.6152,69.0869,2.7627,1.5315
Agências,6,3,10.6696,6.0959,0.7782,0.4771
Ah,3,5,5.3348,10.1598,0.4771,0.6990
Ahmed,4,3,7.1131,6.0959,0.6021,0.4771
Ai,6,1,10.6696,2.0320,0.7782,0.0000
Ainda,466,107,828.6713,217.4205,2.6684,2.0294
Airbus,10,2,17.7826,4.0639,1.0000,0.3010
Airlines,28,1,49.7914,2.0320,1.4472,0.0000
Airways,10,2,17.7826,4.0639,1.0000,0.3010
Ajuda,6,2,10.6696,4.0639,0.7782,0.3010
Ajudar,1,1,1.7783,2.0320,0.0000,0.0000
Al,213,8,378.7704,16.2557,2.3284,0.9031
Alain,4,1,7.1131,2.0320,0.6021,0.0000
Alas,2,1,3.5565,2.0320,0.3010,0.0000
Albert,43,4,76.4654,8.1279,1.6335,0.6021
Albino,1,17,1.7783,34.5434,0.0000,1.2304
Albuquerque,40,3,71.1306,6.0959,1.6021,0.4771
Alcântara,14,1,24.8957,2.0320,1.1461,0.0000
Aldeia,11,1,19.5609,2.0320,1.0414,0.0000
Aleixo,2,1,3.5565,2.0320,0.3010,0.0000
Aleluia,3,2,5.3348,4.0639,0.4771,0.3010
Alem,1,1,1.7783,2.0320,0.0000,0.0000
Alemã,2,2,3.5565,4.0639,0.3010,0.3010
Alerta,23,1,40.9001,2.0320,1.3617,0.0000
Alessandro,20,1,35.5653,2.0320,1.3010,0.0000
Alexander,18,1,32.0088,2.0320,1.2553,0.0000
Alexis,21,3,37.3436,6.0959,1.3222,0.4771
Alfabetização,2,4,3.5565,8.1279,0.3010,0.6021
Alfred,4,5,7.1131,10.1598,0.6021,0.6990
Alfredo,24,9,42.6784,18.2877,1.3802,0.9542
Alfândega,7,1,12.4479,2.0320,0.8451,0.0000
Algo,4,1,7.1131,2.0320,0.6021,0.0000
Alguma,3,2,5.3348,4.0639,0.4771,0.3010
Algumas,65,14,115.5872,28.4475,1.8129,1.1461
Alguns,114,43,202.7222,87.3746,2.0569,1.6335
Alguém,2,3,3.5565,6.0959,0.3010,0.4771
Ali,51,10,90.6915,20.3197,1.7076,1.0000
Aliado,2,3,3.5565,6.0959,0.3010,0.4771
Aliados,1,1,1.7783,2.0320,0.0000,0.0000
Aliança,30,11,53.3479,22.3516,1.4771,1.0414
Alimentar,4,13,7.1131,26.4156,0.6021,1.1139
Alimentação,15,6,26.6740,12.1918,1.1761,0.7782
Aliás,12,65,21.3392,132.0778,1.0792,1.8129
All,12,4,21.3392,8.1279,1.0792,0.6021
Allegri,8,2,14.2261,4.0639,0.9031,0.3010
Allen,6,2,10.6696,4.0639,0.7782,0.3010
Allende,3,2,5.3348,4.0639,0.4771,0.3010
Almeida,59,7,104.9176,14.2238,1.7709,0.8451
Alonso,26,3,46.2349,6.0959,1.4150,0.4771
Alta,31,1,55.1262,2.0320,1.4914,0.0000
Altas,1,1,1.7783,2.0320,0.0000,0.0000
Alterar,2,1,3.5565,2.0320,0.3010,0.0000
Alterações,3,4,5.3348,8.1279,0.4771,0.6021
Alto,78,23,138.7046,46.7352,1.8921,1.3617
Aluna,3,1,5.3348,2.0320,0.4771,0.0000
Alves,105,7,186.7178,14.2238,2.0212,0.8451
Alvin,3,1,5.3348,2.0320,0.4771,0.0000
Aly,1,2,1.7783,4.0639,0.0000,0.3010
Além,1270,51,2258.3961,103.6303,3.1038,1.7076
Amada,1,4,1.7783,8.1279,0.0000,0.6021
Amadou,3,2,5.3348,4.0639,0.4771,0.3010
Amamos,1,1,1.7783,2.0320,0.0000,0.0000
Amanhã,78,6,138.7046,12.1918,1.8921,0.7782
Amano,7,1,12.4479,2.0320,0.8451,0.0000
Amar,6,2,10.6696,4.0639,0.7782,0.3010
Amaral,38,7,67.5741,14.2238,1.5798,0.8451
Amarelo,19,2,33.7870,4.0639,1.2788,0.3010
Amava,1,1,1.7783,2.0320,0.0000,0.0000
Ambas,17,2,30.2305,4.0639,1.2304,0.3010
Ambiental,46,3,81.8002,6.0959,1.6628,0.4771
Ambiente,108,12,192.0526,24.3836,2.0334,1.0792
Ambos,42,7,74.6871,14.2238,1.6232,0.8451
Ambrósio,2,1,3.5565,2.0320,0.3010,0.0000
Amendoim,1,2,1.7783,4.0639,0.0000,0.3010
America,13,6,23.1174,12.1918,1.1139,0.7782
Americano,35,2,62.2393,4.0639,1.5441,0.3010
Americanos,34,1,60.4610,2.0320,1.5315,0.0000
Amigo,3,1,5.3348,2.0320,0.4771,0.0000
Amigos,39,7,69.3523,14.2238,1.5911,0.8451
Amin,3,1,5.3348,2.0320,0.4771,0.0000
Amizade,7,6,12.4479,12.1918,0.8451,0.7782
Amparo,29,4,51.5697,8.1279,1.4624,0.6021
Amália,5,1,8.8913,2.0320,0.6990,0.0000
Américas,83,1,147.5960,2.0320,1.9191,0.0000
Analistas,3,1,5.3348,2.0320,0.4771,0.0000
Ancara,110,1,195.6091,2.0320,2.0414,0.0000
And,4,1,7.1131,2.0320,0.6021,0.0000
Andaluzia,2,1,3.5565,2.0320,0.3010,0.0000
Andamos,1,1,1.7783,2.0320,0.0000,0.0000
Andar,2,2,3.5565,4.0639,0.3010,0.3010
Andes,4,3,7.1131,6.0959,0.6021,0.4771
Andrade,89,3,158.2656,6.0959,1.9494,0.4771
Andrei,9,2,16.0044,4.0639,0.9542,0.3010
Andy,19,1,33.7870,2.0320,1.2788,0.0000
Angela,103,8,183.1613,16.2557,2.0128,0.9031
